# Frozen 6fdb6768 native-kernel vectorization control, measured 2026-09-22.
# Fields: group, record-kind, then the original line or explicitly named context.
# Raw rows/headers/trailers unchanged; table terminal padding and context paths/hostname normalized.
# Empty payloads omit the third field and reconstruct to a blank line.
# command-source retains the exact one-shot scratch invocation source as evidence, not a maintained runner.
# Keep while compute-model/DESIGN.md or its dependents cite this evidence. No gate consumes this file.
context	manifest	criterion_revision: 25263b24e36309a970205f29f7953c28484cac4a
context	manifest	compiler_runtime_revision: 6fdb6768890b91283fb041dfc7981a2cc2f3e5b8
context	manifest	harness_revision: f19d53e2e5e25a2e1b85adb437d97591525954e6
context	manifest	native_A: retained scalar kernel translation unit and original linked image
context	manifest	native_B: -std=c11 -O3 -g -Wall -Wextra -Werror -Wpedantic -pthread -fno-fast-math -ffp-contract=off -fno-lto
context	manifest	FIR_B: FIR_TAP_ORDER empty; same ascending-tap arithmetic, callbacks and grain
context	manifest	compilation_scope: entire kernel C translation unit, including its driver/oracle code
context	manifest	unchanged: WF module/runtime, harness, scheduler adapters, dependency objects and source allocation/release boundaries
context	manifest	cached_library_flags: original scalar flags; this is a native-kernel control, not a rebuilt library comparison
context	manifest	timing: stencil 1024x4096x16; FIR 524288 outputs,64 taps; W1/W4; 5 passes; 1 warm-up+5 measured calls; gap=0
context	manifest	criterion: full correctness and arithmetic inspection first; native B/A wall<=0.90 in>=4/5 pairs at either width flags hidden material cost, not automatic WF change
context	manifest	controls: identical-image A/A; identical WF objects retimed in A/B; retain every outcome, no rerun-to-green
context	manifest	Darwin HOST 25.6.0 Darwin Kernel Version 25.6.0: Fri Jul 31 19:18:49 PDT 2026; root:xnu-12377.161.14~5/RELEASE_ARM64_T6000 arm64
context	manifest	Apple clang version 21.0.0 (clang-2100.3.34.2)
context	manifest	Target: arm64-apple-darwin25.6.0
context	manifest	Thread model: posix
context	manifest	InstalledDir: /Library/Developer/CommandLineTools/usr/bin
context	manifest	-std=c11 -pthread -O2 -Wno-override-module
context	manifest	protocol: four actions; each action has 5 cells x 2 arms x 5 processes x 6 checked calls = 300 calls; 1200 checked timing calls total
context	manifest	cells: wf W1/W4, serial W1, tbb W1/W4; no W2 or other fixtures
context	manifest	interval: complete kernel call including allocation/internal cleanup; fixture/oracle construction, output checking and returned-owner release remain outside timing
context	manifest	hardware: Apple M1 Pro, MacBookPro18,3, 8 CPUs (6 performance + 2 efficiency cores); unpinned interactive Darwin workstation
context	manifest	scheduling: shared run-check.pl guard; no overlapping guarded heavy work; unrelated host activity is uncontrolled
context	manifest	order: pass p=0..4 rotates/reverses five cells with index (p + (p%2 ? 4-i : i))%5; adjacent A/B order reverses when (p+i)%2=1
context	manifest	reduction: median of five warm calls per process; paired B/A for the same form,width,pass; report median of five paired ratios, not ratio of medians
context	manifest	threshold: native main wall B/A<=0.90 in at least 4/5 pairs is the predeclared hidden-cost flag; no universal policy or regression gate follows from it
context	manifest	native_result: stencil serial1/TBB1/TBB4 have 5/5,5/5,4/5 qualifying pairs; FIR has 4/5,5/5,4/5; both fixtures meet the prospective criterion
context	manifest	WF_control: identical WF objects in main A/B have median ratios stencil1/4=1.010069/1.019680 and FIR1/4=1.007420/1.003575; no WF pair moves>=10%
context	manifest	null_limits: stencil TBB4 paired identical-image ratios span0.867936..1.194784; stencil WF1 spans0.959482..1.147390; do not attribute an exact causal percentage from whole-image differences
context	manifest	null_limits: FIR TBB4 CPU ratio median0.914914 despite wall ratio0.999818; CPU is diagnostic with uncontrolled scheduling, not an energy estimate
context	manifest	table_scope: reduce.awk reference-flags boilerplate does not mean cached scheduler libraries were recompiled; only complete kernel C translation units changed
