subject_kind	subject_identity	parent_evidence_identity	cluster_id	evidence_kind	target_id	target_ordinal	terminal_disposition	member_contract_ids	required_predecessor_family_ids	required_predecessor_gate_stage_ids	blocked_claims	target_authority	member_authority
DIRECT_EVIDENCE	89086968dadb5460df698e561685b1d7ab4b75af4dbb631d8bcb8303fa8fb10d	NONE	ARR-VIEW-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-FIXED-VIEW	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	5d16e9d4c39e5c2cc84015345e9e453f393daaa20c67851fd3e6b88841b17fc0	NONE	ARR-VIEW-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-FIXED-VIEW	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	7acc4f84183b6b3827d0f110f4791ade549644995cad8b77018cb34157e9bf48	NONE	ARR-EACH-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-FIXED-EACH	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	bec6d4313e6603e5f20091e969b0f2785bbc775a1922c92099e3a4546fe65f9b	NONE	ARR-EACH-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-FIXED-EACH	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	dcbe02b3d7069adae0c3a871710e2f115c52b4cfe3060aafab85cf7a1414367d	NONE	ARR-MAP-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-FIXED-MAP	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	91caa718b128ecedce452dff4c354f6cda4f6ec6a00d2a7db548893a2124381a	NONE	VIEW-META-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-META	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	37853ed2957b38fc3804cb8c90a522b228e90da3df28f57ccd06a6dcc676ada9	NONE	VIEW-META-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-META	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	d7547cb78d5acc53cce5f15049ab0477e571ad60c900fdd591e92347eb154c7d	NONE	VIEW-GET-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-GET-SHARED	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	1e9adcd3251c01fa34516de2e056a234618ef7ae8659efdd317829e54cb5fd60	NONE	VIEW-GET-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-GET-UNIQ	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	5b227ebf316bd38db865d7b43ba14db1660473dc93f958e44528390d2509149c	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	bf49cfcd6b6185ada3c4e3af68f53d2b651e2d1b967c77b6684f89b59096c0b5	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	a52af19bac59fbb7c07ea1bb9ec89517785c3a2e84fbe1297d5faf0f0bf71624	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	3e647120ccc4961e3ab06253ed287612a98c0eda1452c631c03cd1b5cd4b3663	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	d4e93e620c08966975685718651796dd0c8cd793b2685c12549fb50ef8fbc384	NONE	VIEW-ARRAY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-AS-FIXED	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	c7ed3a505642e5b0bb03161f6ce76a84dba7883e16cdee1ce32b42cefb233e9b	NONE	VIEW-ARRAY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-AS-FIXED	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	db0e3c7b8f77e95298a9958505165b59c185a72c0b6aeedbc027b05243d5b139	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	cc3b85391dacd5eb4ae150e9ad41fcf2c3ccc04066e3b5b7a0dbcdd2b561690e	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	125dd9a3eb11b9798963e3def874e9ac6eee9af68b5394c7c2b3dafc69d32517	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	eb00c73521d89f25431e8586480e097ba922b77132f5b2fb966de53f4577eeda	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	fe85d2ba4ab257f14ba79482ccda2593f4f2ab832a3549c385cbf54a0cdea855	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	8bff0838a05ee7ee16410507e4ee927302907bbe785b53f2662e3afbda639432	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	04eefd40a06dae9da9c622f2ee503c44f5809354f02f7a0c710bbdd795afd414	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	a3d5a7918df96bcee74ae391b4533c10e3e6002354885a7d945ae477955798d3	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	09a77e642450f3cf6d76bfd2bbcd93d22edd6255f09a87bfe91ee3ddc4774ff1	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	d563292b2a65f6d9144978dc7c329af7cb5d4bfc2a91a074f5245796eb5a25ff	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	022a8354ec06e0cb246f15a210f438ae9ebdb295850855fbdd8846c9cdd0f015	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
DIRECT_EVIDENCE	ce31a00c350732448c495d7ac7da97de679b36ce3a8556e4e5729be4a4f68282	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_SAFE_KEY_ITEM_PATH_CLOSED_TOPOLOGY_ENUM	EXACT_SAFE_MEMBER_NAME_CLOSED_ASSIGNMENT
